date,open,high,low,close,adj_close,volume
2025-02-24,0.28201620635171887,0.23506301431595134,0.29143281574746727,0.2730284834072907,0.27155377402215297,0.30997313740271604
2025-02-25,0.2457548677297665,0.1960517474057979,0.27743038458408265,0.23934168460116334,0.23804887387236073,0.3724833568690741
2025-02-26,0.2306337681111803,0.20484890227327757,0.2643364184719488,0.24944780850845127,0.24810039429580888,0.16504889417410784
2025-02-27,0.24658669024243807,0.21605476768240095,0.2532200356177019,0.20968631343713762,0.2085537673050184,0.19708015246912924
2025-02-28,0.2044531625682855,0.17358744140223914,0.22329108671829045,0.23431626171500453,0.23305065391306723,0.44592123844005815
2025-03-03,0.23459754425684065,0.17981879938411938,0.22109984291872697,0.18737568739540578,0.18636354476634454,0.23700880201310215
2025-03-04,0.1591386978169511,0.14714340161448947,0.19352246477496093,0.1880383508914445,0.1870226636126091,0.3715383880318104
2025-03-05,0.1882064891116373,0.19474264127183982,0.2352626010381944,0.2565716096217665,0.25518579594688084,0.246042279392247
2025-03-06,0.21238071485960552,0.19725602277512255,0.25594559387110705,0.23376415448890508,0.23250152814815284,0.24331354915430597
2025-03-07,0.20278936820317406,0.15876827047615727,0.21778631042658558,0.2139937946922883,0.21283795584155607,0.21633415796906025
2025-03-10,0.1710790096981245,0.11478233633576496,0.17332045281029673,0.1413739987157947,0.1406104532050807,0.4458023210133464
2025-03-11,0.1376070392793458,0.11268779848203136,0.17166368656422604,0.14297554785182154,0.14220325378006748,0.3935657178046994
2025-03-12,0.1569366829247898,0.10860339373620187,0.18256640887679687,0.158548645601428,0.157692294774741,0.26346580593100666
2025-03-13,0.15796428987446487,0.10912706815038442,0.17454973487336423,0.133697753314582,0.13297558993235858,0.18318380174766147
2025-03-14,0.1414240144321952,0.13483793179767956,0.18555928745677264,0.187762297278395,0.1867481007301528,0.17213722221632355
2025-03-17,0.17528755372498206,0.14782416237262685,0.2179466373826684,0.188535517044373,0.18751721265776844,0.22568191711880065
2025-03-18,0.17709814908290467,0.1198616745276424,0.19405694232845327,0.1599292507284753,0.1590654450437623,0.16224371701899493
