date,open,high,low,close,adj_close,volume,daily_return,log_return,volatility_5d,ma_5,ma_20,ma_spread,vol_mean_5,hl_spread,co_diff,rsi,momentum_5,log_volume,rsi_ma5
2025-02-24,0.2820162063517188,0.2350630143159513,0.2914328157474672,0.2730284834072907,0.2715537740221529,0.309973137402716,0.0,0.0,0.0,0.2730284834072907,0.2730284834072907,0.0,0.309973137402716,-0.056369801431515904,-0.008987722944428123,50.0,0.0,0.2700066312033599,
2025-02-25,0.2457548677297665,0.1960517474057979,0.2774303845840826,0.2393416846011633,0.2380488738723607,0.3724833568690741,-0.12338199438289021,-0.13168395091963675,0.0,0.2393416846011633,0.2393416846011633,0.0,0.3724833568690741,-0.0813786371782847,-0.0064131831286032,50.0,0.0,0.3166217681852753,
2025-02-26,0.2306337681111803,0.2048489022732775,0.2643364184719488,0.2494478085084512,0.2481003942958088,0.1650488941741078,0.04222467107695271,0.0413575353265495,0.0,0.2494478085084512,0.2494478085084512,0.0,0.1650488941741078,-0.059487516198671264,0.018814040397270887,50.0,0.0,0.15276305538514076,
2025-02-27,0.246586690242438,0.2160547676824009,0.2532200356177019,0.2096863134371376,0.2085537673050184,0.1970801524691292,-0.159398053280418,-0.17363704054468268,0.0,0.2096863134371376,0.2096863134371376,0.0,0.1970801524691292,-0.037165267935301005,-0.03690037680530042,50.0,0.0,0.179885385461132,
2025-02-28,0.2044531625682855,0.1735874414022391,0.2232910867182904,0.2343162617150045,0.2330506539130672,0.4459212384400581,0.11746092472196934,0.1110590802024878,0.11530437848974426,0.24116411033380944,0.2343162617150045,0.0068478486188049414,0.29810135587101705,-0.04970364531605129,0.029863099146719002,50.0,0.0,0.2609027014205549,50.0
2025-03-03,0.2345975442568406,0.1798187993841193,0.2210998429187269,0.1873756873954057,0.1863635447663445,0.2370088020131021,-0.20032998980110028,-0.22355612366185293,0.13731558408640854,0.22403355113143247,0.1873756873954057,0.03665786373602678,0.28350848879309426,-0.0412810435346076,-0.0472218568614349,50.0,-0.085652796011885,0.24959733509222354,50.0
2025-03-04,0.1591386978169511,0.1471434016144894,0.1935224647749609,0.1880383508914445,0.1870226636126091,0.3715383880318104,0.0035365500468609312,0.0035303111588435346,0.1354708728324493,0.2137728843894887,0.1880383508914445,0.025734533498044193,0.2833194950256415,-0.046379063160471495,0.02889965307449338,50.0,-0.05130333370971882,0.2494500764765424,50.0
2025-03-05,0.1882064891116373,0.1947426412718398,0.2352626010381944,0.2565716096217665,0.2551857959468808,0.246042279392247,0.3644642617073717,0.31076186932993793,0.22859452418913925,0.2151976446121518,0.2565716096217665,-0.04137396500961471,0.29951817206926934,-0.04051995976635461,0.06836512051012922,50.0,0.0071238011133153145,0.2619935588948773,50.0
2025-03-06,0.2123807148596055,0.1972560227751225,0.255945593871107,0.233764154488905,0.2325015281481528,0.2433135491543059,-0.08889313656520248,-0.09309508516063832,0.21620357895234374,0.22001321282250524,0.233764154488905,-0.013750941666399757,0.3087648514063047,-0.058689571095984494,0.021383439629299505,50.0,0.024077841051767412,0.2690838309176353,50.0
2025-03-07,0.202789368203174,0.1587682704761572,0.2177863104265855,0.2139937946922883,0.212837955841556,0.2163341579690602,-0.08457395805546852,-0.08836570246227995,0.21681030580673685,0.21594871941796198,0.2139937946922883,0.0019549247256736846,0.2628474353121051,-0.059018039950428314,0.011204426489114294,50.0,-0.0203224670227162,0.2333690405946413,50.0
2025-03-10,0.1710790096981245,0.1147823363357649,0.1733204528102967,0.1413739987157947,0.1406104532050807,0.4458023210133464,-0.33935468119959744,-0.4145381658952895,0.2543955712483899,0.20674838168203982,0.1413739987157947,0.06537438296624512,0.30460613911215395,-0.058538116474531804,-0.029705010982329805,50.0,-0.04600168867961099,0.265901186111661,50.0
2025-03-11,0.1376070392793458,0.1126877984820313,0.171663686564226,0.1429755478518215,0.1422032537800674,0.3935657178046994,0.011328456085099692,0.011264769654413245,0.25466815819415994,0.1977358210741152,0.1429755478518215,0.05476027322229368,0.30901160506673175,-0.05897588808219471,0.0053685085724757,50.0,-0.045062803039622984,0.2692723524856614,50.0
2025-03-12,0.1569366829247898,0.1086033937362018,0.1825664088767968,0.158548645601428,0.157692294774741,0.2634658059310066,0.10892140637744796,0.10338783694568188,0.16687271272941323,0.17813122827004751,0.158548645601428,0.019582582668619508,0.31249631037448367,-0.07396301514059499,0.0016119626766382122,50.0,-0.0980229640203385,0.27193090433644,50.0
2025-03-13,0.1579642898744648,0.1091270681503844,0.1745497348733642,0.133697753314582,0.1329755899323585,0.1831838017476614,-0.15673985856251416,-0.17047977850435278,0.17064354662828637,0.15811794803518292,0.133697753314582,0.02442019472060092,0.3004703608931548,-0.0654226667229798,-0.024266536559882812,31.74119820260337,-0.100066401174323,0.26272601509949794,46.348239640520674
2025-03-14,0.1414240144321952,0.1348379317976795,0.1855592874567726,0.187762297278395,0.1867481007301528,0.1721372222163235,0.40437885172687005,0.3395951066163533,0.2806602062551275,0.15287164855240426,0.187762297278395,-0.034890648725990736,0.29163097374260744,-0.05072135565909311,0.046338282846199785,40.21298080271132,-0.0262314974138933,0.25590574052386617,44.39083580106294
2025-03-17,0.175287553724982,0.1478241623726268,0.2179466373826684,0.188535517044373,0.1875172126577684,0.2256819171188006,0.004118077895220562,0.004109621819680807,0.2076180221696182,0.1623039522181199,0.188535517044373,-0.02623156482625308,0.2476068929636983,-0.0701224750100416,0.013247963319390987,43.69173066693791,0.04716151832857829,0.22122723071516667,43.12918193445052
2025-03-18,0.1770981490829046,0.1198616745276424,0.1940569423284532,0.1599292507284753,0.1590654450437623,0.1622437170189949,-0.15172879234826098,-0.16455487397782667,0.23144119262063859,0.16569469279345067,0.1599292507284753,0.005765442064975368,0.2013424928065574,-0.07419526780081079,-0.017168898354429307,39.37326745667445,0.016953702876653792,0.18343967547168863,41.00383542578541
2025-03-19,0.1695620163258233,0.1319578024211751,0.2095558127818262,0.1836757600322238,0.1826837304279487,0.1558434112313262,0.14848133906451455,0.13844049492142652,0.23495931882143192,0.17072011567960982,0.1836757600322238,-0.012955644352613982,0.1798180138666213,-0.07759801036065109,0.014113743706400506,46.790248187642526,0.025127114430795794,0.1653602010468307,40.36188506331391
2025-03-20,0.1705896232754988,0.1430067412893385,0.2057078027361925,0.1782637272630753,0.1773007865764779,0.1406602040707983,-0.029465144274884336,-0.029907961793777867,0.2128573293603075,0.17963331046930847,0.1782637272630753,0.001369583206233177,0.1713132943312487,-0.062701061446854,0.007674103987576508,42.738598270773586,0.04456597394849329,0.15812559309437796,42.56136507694796
2025-03-21,0.1582578918600865,0.1427448241807498,0.2031424083392203,0.2026729000628622,0.2015781908069294,0.5909622755699011,0.13692731086994891,0.12832928209145864,0.12485529374289617,0.18261543102620192,0.1981499773325944,-0.015534546306392477,0.2550783050019642,-0.06039758415847049,0.04441500820277569,52.10455634779898,0.014910602784467208,0.227197965061172,44.939680185965486
2025-03-24,0.2178614843775665,0.161910157158255,0.2406070503738164,0.2127235773042812,0.2115746307255177,0.1944703396579,0.049590632187636485,0.04840021404174984,0.12491360174839572,0.18745304307818356,0.19513473202744394,-0.007681688949260385,0.24883598950978408,-0.07869689321556142,-0.005137907073285292,53.31061957743734,0.024188060259908217,0.22221190907814853,46.863457968065376
2025-03-25,0.2106191029458761,0.1669370799678153,0.2557319333294301,0.224210306338616,0.2229993014179871,0.0834205748383466,0.05399838221930664,0.05259091522169912,0.07277760769220434,0.2003092542002117,0.19437816311431658,0.005931091085895124,0.23307136107365448,-0.08879485336161483,0.013591203392739892,44.8758483323691,0.06428105561014069,0.2095080984796026,47.96397414320431
2025-03-26,0.2159040880268332,0.1614388981263896,0.2339799853895336,0.1955489304186479,0.1944927891558574,0.0905004087786543,-0.12783255323099174,-0.1367738473965632,0.09993552038217349,0.20268388827749653,0.1916832192098264,0.011000669067670138,0.22000276058312007,-0.07254108726314401,-0.020355157608185293,44.05906274906194,0.011873170386424103,0.19885312151565437,47.41773705548819
2025-03-27,0.1920724477086799,0.145363036448666,0.2277269079030097,0.1989175260338109,0.1978431280353052,0.0407759362092947,0.01722635663591321,0.017079665197420265,0.09667823600328086,0.20681464803164365,0.19114477983966005,0.0156698681919836,0.20002590701081932,-0.0823638714543437,0.00684507832513101,47.53029806928315,0.020653798770735615,0.18234314573659444,48.376077015190106
2025-03-28,0.1820405487340466,0.1290778328476651,0.1717705168350649,0.1338634191885916,0.1331403276618323,0.2077954620260556,-0.3270405988970614,-0.3960702764127139,0.16328625035333597,0.19305275185678952,0.1861221377133394,0.0069306141434501145,0.12339254430205024,-0.04269268398739978,-0.048177129545455,48.7383910175366,-0.0688094808742706,0.11635316436820654,47.70284394913763
